,year,round,circuitId,weather,weather2,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
846,2011,8,12,Clear  Fine and Dry  ]  ] Air Temp    °C (   °F)  ] Track Temp    °C (    °F)  ],Clear  Fine and Dry 1] 2] Air Temp 27 °C (81 °F) 2] Track Temp 47 °C (117 °F) 2],1,0,1,0,0
847,2011,9,9,Wet track at start  subsequently drying  ]Air Temp    °C (   °F)  ]Track Temp    °C (   °F)  ],Wet track at start; subsequently drying 1]Air Temp 20 °C (68 °F) 1]Track Temp 22 °C (72 °F) 1],0,0,0,1,0
848,2011,10,20,Cloudy  (light) rain at start,Cloudy  (light) rain at start,0,0,0,1,1
849,2011,11,11,Cloudy  rain showers,Cloudy  rain showers,0,0,0,1,1
850,2011,12,13,Cloudy  dry,Cloudy  dry,0,0,1,0,1
851,2011,13,14,Mainly sunny,Mainly sunny,1,0,0,0,0
852,2011,14,15,Hot and humid Air Temp    °C (   °F)  ],Hot and humid Air Temp 31 °C (88 °F) 1],1,0,0,0,0
853,2011,15,22,Sunny and dry Air Temp    °C (   °F)  ],Sunny and dry Air Temp 24 °C (75 °F) 2],1,0,1,0,0
854,2011,16,35,Dry  light rain at the start Air Temp    °C (   °F)  ],Dry  light rain at the start Air Temp 21 °C (70 °F) 2],0,0,1,1,0
855,2011,17,68,Fine and Dry Air Temp    °C (   °F)  ],Fine and Dry Air Temp 30 °C (86 °F) 1],1,0,1,0,0
856,2011,18,24,Fine and Dry Air Temp    °C (   °F)  ],Fine and Dry Air Temp 25 °C (77 °F) 1],1,0,1,0,0
857,2011,19,18,Fine Air Temp    °C (   °F) Track Temp    °C (    °F)  ],Fine Air Temp 24 °C (75 °F) Track Temp 43 °C (109 °F) 1],1,0,0,0,0
858,2012,1,1,Fine  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Fine 1] Air Temp 22 °C (72 °F) 1] Track Temp 30 °C (86 °F) dropping to 22 °C (72 °F) 1],1,0,0,0,0
859,2012,2,2,Heavy rain clearing to cloudy and dry  ] Air Temp    °C (   °F)  ]  Track Temp    °C (   °F) dropping to    °C (   °F)   ],Heavy rain clearing to cloudy and dry 2] Air Temp 26 °C (79 °F) 2]  Track Temp 29 °C (84 °F) dropping to 24 °C (75 °F)  2],0,0,1,1,1
860,2012,3,17,Overcast but Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)   ],Overcast but Dry 1] Air Temp 22 °C (72 °F) 1] Track Temp 23 °C (73 °F)  1],0,0,1,0,1
861,2012,4,3,Sunny and hot  ]  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Sunny and hot 1] 2] Air Temp 27 °C (81 °F) 2] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F) 2],1,0,0,0,0
862,2012,5,4,Partially cloudy  dry   ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)   ],Partially cloudy  dry  2] Air Temp 23 °C (73 °F) 2] Track Temp 36 °C (97 °F)  2],0,0,1,0,1
863,2012,6,6,Fine and Dry  showers threatening at end  ] Air Temp    °C (   °F)  ] Track Temp    °C (    °F) dropping to    °C (   °F)  ],Fine and Dry  showers threatening at end 2] Air Temp 21 °C (70 °F) 2] Track Temp 38 °C (100 °F) dropping to 31 °C (88 °F) 2],1,0,1,1,0
864,2012,7,7,Fine  dry and warm   ] with air temperature approaching    °C (   °F)  ] Track Temp    °C (    °F) dropping to    °C (    °F)  ],Fine  dry and warm; 2] with air temperature approaching 29 °C (84 °F) 2] Track Temp 45 °C (113 °F) dropping to 39 °C (102 °F) 2],1,0,1,0,0
865,2012,8,12,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (    °F)   ],Fine and Dry 2] Air Temp 27 °C (81 °F) 2] Track Temp 45 °C (113 °F)  2],1,0,1,0,0
866,2012,9,9,DryAir Temp    °C (   °F)  ]Track Temp    °C (   °F)  ],DryAir Temp 20 °C (68 °F) 2]Track Temp 31 °C (88 °F) 2],0,0,0,0,0
867,2012,10,10,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)  ],Fine and Dry 2] Air Temp 22 °C (72 °F) 2] Track Temp 30 °C (86 °F) 2],1,0,1,0,0
868,2012,11,11,Fine and Dry  Very Hot  ]  ] Air Temp    °C (   °F)  ] Track Temp    °C (    °F)  ],Fine and Dry  Very Hot 2] 3] Air Temp 30 °C (86 °F) 3] Track Temp 45 °C (113 °F) 3],1,0,1,0,0
869,2012,12,13,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)  ],Fine and Dry 2] Air Temp 23 °C (73 °F) 2] Track Temp 33 °C (91 °F) 2],1,0,1,0,0
870,2012,13,14,Dry and sizzlingly sunny  ] Air temp    °C (   °F)  ] Track temp    °C (    °F)  ],Dry and sizzlingly sunny 2] Air temp 28 °C (82 °F) 2] Track temp 40 °C (104 °F) 2],1,0,1,0,0
871,2012,14,15,Hot and humid  ]Air Temp    °C (   °F)  ]Track Temp    °C (   °F)  ],Hot and humid 2]Air Temp 29 °C (84 °F) 2]Track Temp 31 °C (88 °F) 2],1,0,0,0,0
872,2012,15,22,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)  ],Fine and Dry 2] Air Temp 23 °C (73 °F) 2] Track Temp 32 °C (90 °F) 2],1,0,1,0,0
873,2012,16,35,Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Fine and Dry 3] Air Temp 21 °C (70 °F) 3] Track Temp 27 °C (81 °F) dropping to 23 °C (73 °F) 3],1,0,1,0,0
874,2012,17,68,Fine  Dry  a little hazy and a little dusty  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Fine  Dry  a little hazy and a little dusty 2] Air Temp 30 °C (86 °F) 2] Track Temp 36 °C (97 °F) dropping to 31 °C (88 °F) 2],1,0,1,0,0
875,2012,18,24,Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Dry 2] Air Temp 29 °C (84 °F) 2] Track Temp 34 °C (93 °F) dropping to 29 °C (84 °F) 2],0,0,1,0,0
876,2012,19,69,Scattered clouds  ]  ]Air temp    °C (   °F)  ]Track temp    °C (   °F)  ],Scattered clouds 2] 3]Air temp 24 °C (75 °F) 3]Track temp 32 °C (90 °F) 3],0,0,0,0,1
877,2012,20,18,Race start  drops of rain  light rain shower getting heavier at the end   ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F)  ],Race start: drops of rain  light rain shower getting heavier at the end  2] Air Temp 19 °C (66 °F) 2] Track Temp 21 °C (70 °F) 2],0,0,0,1,0
878,2013,1,1,Scattered Clouds  Fine and Dry  ] Air Temp    °C (   °F)  ] Track Temp    °C (   °F) dropping to    °C (   °F)  ],Scattered Clouds  Fine and Dry 2] Air Temp 18 °C (64 °F) 2] Track Temp 25 °C (77 °F) dropping to 19 °C (66 °F) 2],1,0,1,0,1
879,2013,2,2,Light rain clearing to cloudy and dry,Light rain clearing to cloudy and dry,0,0,1,1,1
880,2013,3,17,not found,not found,0,0,0,0,0
881,2013,4,3,not found,not found,0,0,0,0,0
882,2013,5,4,Sunny,Sunny,1,0,0,0,0
883,2013,6,6,Warm and sunny,Warm and sunny,1,0,0,0,0
884,2013,7,7,Mild with temperatures approaching    °C (   °F)  wind speeds up to    kilometres per hour (    mph)  ],Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9 3 mph) 2],1,0,0,0,0
885,2013,8,9,Dry,Dry,0,0,1,0,0
886,2013,9,20,Sunny,Sunny,1,0,0,0,0
887,2013,10,11,Very hot and sunny    °C ,Very hot and sunny  35°C ,1,0,0,0,0
888,2013,11,13,not found,not found,0,0,0,0,0
889,2013,12,14,Cloudy,Cloudy,0,0,0,0,1
890,2013,13,15,Dry and    degrees,Dry and 29 degrees,0,0,1,0,0
891,2013,14,35,Cloudy with maximum temperatures reaching    degrees during the day,Cloudy with maximum temperatures reaching 29 degrees during the day,0,0,0,0,1
892,2013,15,22,Warm and sunny,Warm and sunny,1,0,0,0,0
893,2013,16,68,Sunny  haze,Sunny  haze,1,0,0,0,0
894,2013,17,24,Clear,Clear,1,0,0,0,0
895,2013,18,69,Partly cloudy  warmTemperatures reaching up to      °F (     °C)  wind speeds approaching speeds of      miles per hour (     km h)  ],Partly cloudy  warmTemperatures reaching up to 89 1 °F (31 7 °C); wind speeds approaching speeds of 11 1 miles per hour (17 9 km/h) 2],0,0,0,0,1
896,2013,19,18,Cloudy  Air Temp    °C,Cloudy  Air Temp: 18°C,0,0,0,0,1
897,2014,1,1,Overcast    °C(  °F),Overcast  19°C(66°F),0,0,0,0,1
898,2014,2,2,Dry    °C,Dry  32°C,0,0,1,0,0
899,2014,3,3,Dry,Dry,0,0,1,0,0
900,2014,4,17,Mostly cloudy  dry,Mostly cloudy  dry,0,0,1,0,1
901,2014,5,4,Sunny,Sunny,1,0,0,0,0
902,2014,6,6,Overcast  Air     to    °C (   to    °F)  Track     to    °C (   to    °F) ,Overcast  Air: 20 to 21 °C (68 to 70 °F)  Track: 28 to 30 °C (82 to 86 °F) ,0,0,0,0,1
903,2014,7,7,Temperatures up to      °C (     °F)  wind speeds up to      kilometres per hour (     mph)  ],Temperatures up to 27 6 °C (81 7 °F); wind speeds up to 16 4 kilometres per hour (10 2 mph) 5],0,0,0,0,0
904,2014,8,70,Partially cloudy  hot and dry,Partially cloudy  hot and dry,1,0,1,0,1
905,2014,9,9,Mostly cloudy with maximum temperatures reaching    degrees during the day ,Mostly cloudy with maximum temperatures reaching 21 degrees during the day ,0,0,0,0,1
906,2014,10,10,not found,not found,0,0,0,0,0
907,2014,11,11,Overcast  Wet track at start  then drying  Scattered thunderstorms during the day  temperatures reaching a maximum of    degrees   ],Overcast  Wet track at start  then drying  Scattered thunderstorms during the day  temperatures reaching a maximum of 26 degrees  1],0,0,0,1,1
908,2014,12,13,Mostly cloudy,Mostly cloudy,0,0,0,0,1
909,2014,13,14,Sunny  Air     °C (   °F)  Track     to    °C (   to     °F),Sunny; Air: 25 °C (77 °F)  Track: 37 to 42 °C (99 to 108 °F),1,0,0,0,0
910,2014,14,15,Clear  Air     to    °C (   to    °F) Track     to    °C (   to    °F) ,Clear  Air: 28 to 30 °C (82 to 86 °F) Track: 33 to 37 °C (91 to 99 °F) ,1,0,0,0,0
911,2014,15,22,Rain  Air     °C (   °F) Track     °C (   °F),Rain  Air: 20 °C (68 °F) Track: 24 °C (75 °F),0,0,0,1,0
912,2014,16,71,Fine and dry    °C (   °F) ambient temperature    °C (   °F) track temperature  ],Fine and dry;21 °C (70 °F) ambient temperature 33 °C (91 °F) track temperature 4],1,0,1,0,0
913,2014,17,69,Sunny  Air     °C (   °F)  Track     to    °C (   to    °F),Sunny  Air: 23 °C (73 °F)  Track: 31 to 34 °C (88 to 93 °F),1,0,0,0,0
914,2014,18,18,Sunny  Air     to    °C (   to    °F)  Track     to    °C (    to     °F),Sunny  Air: 23 to 24 °C (73 to 75 °F)  Track: 46 to 50 °C (115 to 122 °F),1,0,0,0,0
915,2014,19,24,Clear skies  Air temp     °C (   °F) during the day  dropping to    °C (     °F)  Wind speed    km h (    mph)   ] (Night race),Clear skies; Air temp: 30 °C (86 °F) during the day  dropping to 24 °C (75 2 °F)  Wind speed: 8 km/h (4 9 mph)  2] (Night race),1,0,0,0,0
916,2015,6,6,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the west  ],Partly cloudy18–19 °C (64–66 °F) air temperature31–37 °C (88–99 °F) track temperature1 5 m/s (4 9 ft/s) wind from the west 2],0,0,0,0,1
917,2015,7,7,Sunny  –   °C (  –   °F) air temperature   °C (    °F) track temperature  m s (   ft s) wind from the north  ],Sunny20–21 °C (68–70 °F) air temperature39 °C (102 °F) track temperature4 m/s (13 ft/s) wind from the north 2],1,0,0,0,0
918,2015,4,3,Sunny  clear  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the north  ],Sunny  clear24–26 °C (75–79 °F) air temperature28–31 °C (82–88 °F) track temperature1 5 m/s (4 9 ft/s) wind from the north 1],1,0,0,0,0
919,2015,5,4,Sunny   °C (   °F) air temperature   °C (    °F) track temperature    m s (    ft s) wind from the northeast  ],Sunny25 °C (77 °F) air temperature44 °C (111 °F) track temperature1 8 m/s (5 9 ft/s) wind from the northeast 3],1,0,0,0,0
920,2015,3,17,Sunny   °C (   °F) air temperature   °C (    °F) track temperature    m s (    ft s) wind from the northwest  ],Sunny21 °C (70 °F) air temperature46 °C (115 °F) track temperature1 4 m/s (4 6 ft/s) wind from the northwest 1],1,0,0,0,0
921,2015,1,1,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature  m s (   ft s) wind from the south  ],Partly cloudy17–18 °C (63–64 °F) air temperature32–37 °C (90–99 °F) track temperature6 m/s (20 ft/s) wind from the south 3],0,0,0,0,1
922,2015,2,2,Sunny  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature  m s (    ft s) wind from the south  ],Sunny32–33 °C (90–91 °F) air temperature53–58 °C (127–136 °F) track temperature2 m/s (6 6 ft/s) wind from the south 3],1,0,0,0,0
923,2015,8,70,Cloudy  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature  m s (    ft s) wind from the west  ],Cloudy14–15 °C (57–59 °F) air temperature27–32 °C (81–90 °F) track temperature2 m/s (6 6 ft/s) wind from the west 2],0,0,0,0,1
924,2015,9,9,Cloudy  rain at times  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the east  ],Cloudy  rain at times17–20 °C (63–68 °F) air temperature24–32 °C (75–90 °F) track temperature2 5 m/s (8 2 ft/s) wind from the east 2],0,0,0,1,1
925,2015,10,11,Sunny  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature    m s (   ft s) wind from the east  ],Sunny22–24 °C (72–75 °F) air temperature41–48 °C (106–118 °F) track temperature3 2 m/s (10 ft/s) wind from the east 2],1,0,0,0,0
926,2015,11,13,Cloudy   °C (   °F) air temperature  –   °C (  –   °F) track temperature    m s (   ft s) wind from the northwest  ],Cloudy23 °C (73 °F) air temperature33–37 °C (91–99 °F) track temperature3 5 m/s (11 ft/s) wind from the northwest 2],0,0,0,0,1
927,2015,12,14,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature    m s (    ft s) wind from changing directions  ],Partly cloudy22–23 °C (72–73 °F) air temperature38–39 °C (100–102 °F) track temperature1 5 m/s (4 9 ft/s) wind from changing directions 2],0,0,0,0,1
928,2015,13,15,Dry  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the west  ],Dry28–29 °C (82–84 °F) air temperature34–36 °C (93–97 °F) track temperature0 5 m/s (1 6 ft/s) wind from the west 2],0,0,1,0,0
929,2015,14,22,Partly cloudy   °C (   °F) air temperature  –   °C (   –    °F) track temperature    m s (   ft s) wind from the east  ],Partly cloudy27 °C (81 °F) air temperature52–54 °C (126–129 °F) track temperature4 5 m/s (15 ft/s) wind from the east 2],0,0,0,0,1
930,2015,15,71,Partly cloudy   °C (   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the north  ],Partly cloudy18 °C (64 °F) air temperature25–27 °C (77–81 °F) track temperature1 5 m/s (4 9 ft/s) wind from the north 2],0,0,0,0,1
931,2015,16,69,Very cloudy   °C (   °F) air temperature  –   °C (  –   °F) track temperature  m s (   ft s) wind from the south  ],Very cloudy17 °C (63 °F) air temperature17–20 °C (63–68 °F) track temperature8 m/s (26 ft/s) wind from the south 2],0,0,0,0,1
932,2015,17,32,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature    m s (    ft s) wind from the northwest  ],Partly cloudy22–24 °C (72–75 °F) air temperature48–56 °C (118–133 °F) track temperature1 5 m/s (4 9 ft/s) wind from the northwest 2],0,0,0,0,1
933,2015,18,18,Dry  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature    m s (    ft s) wind from the north  ],Dry22–28 °C (72–82 °F) air temperature38–48 °C (100–118 °F) track temperature2 5 m/s (8 2 ft/s) wind from the north 2],0,0,1,0,0
934,2015,19,24,Clear  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the south  ],Clear25–27 °C (77–81 °F) air temperature28–29 °C (82–84 °F) track temperature1 5 m/s (4 9 ft/s) wind from the south 3],1,0,0,0,0
935,2016,1,1,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature  m s (    mph     km h) wind from the south  ],Partly cloudy22–23 °C (72–73 °F) air temperature26–36 °C (79–97 °F) track temperature4 m/s (8 9 mph; 14 km/h) wind from the south 4],0,0,0,0,1
936,2016,2,3,Dry  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature  m s (    ft s) wind from the southwest  ],Dry21–22 °C (70–72 °F) air temperature26–29 °C (79–84 °F) track temperature2 m/s (6 6 ft/s) wind from the southwest 4],0,0,1,0,0
937,2016,3,17,Sunny   °C (   °F) air temperature   °C (   °F) track temperature    m s (   ft s) wind from the northeast  ],Sunny21 °C (70 °F) air temperature37 °C (99 °F) track temperature4 8 m/s (16 ft/s) wind from the northeast 4],1,0,0,0,0
938,2016,4,71,Partly cloudy   °C (   °F) air temperature  –   °C (  –    °F) track temperature    m s (    ft s) wind from the southwest  ],Partly cloudy16 °C (61 °F) air temperature37–41 °C (99–106 °F) track temperature2 5 m/s (8 2 ft/s) wind from the southwest 4],0,0,0,0,1
939,2016,5,4,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature  m s (    ft s) wind from the north  ],Partly cloudy20–22 °C (68–72 °F) air temperature39–41 °C (102–106 °F) track temperature2 m/s (6 6 ft/s) wind from the north 4],0,0,0,0,1
940,2016,6,6,Rainy at start  dry later  –   °C (  –   °F) air temperature  –   °C (  –   °F) track temperature  m s (    ft s) wind from the north  ],Rainy at start  dry later17–18 °C (63–64 °F) air temperature20–22 °C (68–72 °F) track temperature2 m/s (6 6 ft/s) wind from the north 4],0,0,1,1,0
941,2016,7,7,Cloudy   °C (   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the southeast  ],Cloudy12 °C (54 °F) air temperature21–23 °C (70–73 °F) track temperature2 5 m/s (8 2 ft/s) wind from the southeast 4],0,0,0,0,1
942,2016,8,73,Partly cloudy  –   °C (  –   °F) air temperature  –   °C (   –    °F) track temperature    m s (    ft s) wind from the southeast  ],Partly cloudy30–33 °C (86–91 °F) air temperature39–45 °C (102–113 °F) track temperature2 5 m/s (8 2 ft/s) wind from the southeast 4],0,0,0,0,1
943,2016,9,70,Cloudy,Cloudy,0,0,0,0,1
944,2016,10,9,Wet at start  dry later,Wet at start  dry later,0,0,1,1,0
945,2016,11,11,Sunny,Sunny,1,0,0,0,0
946,2016,12,10,Partially cloudy and dry,Partially cloudy and dry,0,0,1,0,1
947,2016,13,13,Partially cloudy and dry,Partially cloudy and dry,0,0,1,0,1
948,2016,14,14,Sunny  warm,Sunny  warm,1,0,0,0,0
949,2016,15,15,Clear   °C (   °F) air temperature  –   °C (  –   °F) track temperature    m s (    ft s) wind from the east  ],Clear30 °C (86 °F) air temperature34–35 °C (93–95 °F) track temperature1 5 m/s (4 9 ft/s) wind from the east 2],1,0,0,0,0
950,2016,16,2,Sunny   °C (   °F) air temperature   °C (    °F) track temperature    m s (    ft s) wind from the west  ],Sunny33 °C (91 °F) air temperature49 °C (120 °F) track temperature2 8 m/s (9 2 ft/s) wind from the west 2],1,0,0,0,0
951,2016,17,22,Cloudy,Cloudy,0,0,0,0,1
952,2016,18,69,Sunny and hot with temperatures reaching up to    °F (   °C)  wind speeds approaching speeds of     miles per hour (     km h)  ],Sunny and hot with temperatures reaching up to 84 °F (29 °C); wind speeds approaching speeds of 9 2 miles per hour (14 8 km/h) 2],1,0,0,0,0
953,2016,19,32,Sunny,Sunny,1,0,0,0,0
954,2016,20,18,Rain and    °C (     °F),Rain and 16 °C (60 8 °F),0,0,0,1,0
955,2016,21,24,Sunny,Sunny,1,0,0,0,0
956,2017,1,1,Partly cloudy   °C (   °F) air temperature  –   °C (  –   °F) track temperature  m s (    mph      km h) wind from the northwest  ],Partly cloudy24 °C (75 °F) air temperature31–36 °C (88–97 °F) track temperature2 m/s (4 5 mph; 7 2 km/h) wind from the northwest 3],0,0,0,0,1
957,2017,2,17,not found,not found,0,0,0,0,0
958,2017,3,3,not found,not found,0,0,0,0,0
959,2017,4,71,not found,not found,0,0,0,0,0
960,2017,5,4,not found,not found,0,0,0,0,0
961,2017,6,6,not found,not found,0,0,0,0,0
962,2017,7,7,Sunny and hot with temperatures reaching up to    °C (   °F)  wind speeds reaching      kilometres per hour (    mph)  ],Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12 9 kilometres per hour (8 0 mph) 4],1,0,0,0,0
963,2017,8,73,Sunny,Sunny,1,0,0,0,0
964,2017,9,70,Partly cloudy,Partly cloudy,0,0,0,0,1
965,2017,10,9,Overcast,Overcast,0,0,0,0,1
966,2017,11,11,Sunny,Sunny,1,0,0,0,0
967,2017,12,13,Partially cloudy and dry,Partially cloudy and dry,0,0,1,0,1
968,2017,13,14,Sunny,Sunny,1,0,0,0,0
969,2017,14,15,Wet at start  then drying  Air temperature    °C (  °F),Wet at start  then drying  Air temperature: 28°C (82°F),0,0,0,1,0
970,2017,15,2,Cloudy,Cloudy,0,0,0,0,1
971,2017,16,22,Sunny,Sunny,1,0,0,0,0
972,2017,17,69,Sunny with temperatures reaching up to      °F (     °C)  wind speeds approaching speeds of      miles per hour (     km h)  ],Sunny with temperatures reaching up to 82 9 °F (28 3 °C); wind speeds approaching speeds of 13 8 miles per hour (22 2 km/h) 4],1,0,0,0,0
973,2017,18,32,Sunny  dry,Sunny  dry,1,0,1,0,0
974,2017,19,18,not found,not found,0,0,0,0,0
975,2017,20,24,Clear,Clear,1,0,0,0,0
976,2018,1,1,Sunny,Sunny,1,0,0,0,0
977,2018,2,3,not found,not found,0,0,0,0,0
978,2018,3,17,not found,not found,0,0,0,0,0
979,2018,4,73,Cloudy,Cloudy,0,0,0,0,1
980,2018,5,4,Partially cloudy and dry    °C and cold ,Partially cloudy and dry  16°C and cold ,0,1,1,0,1
981,2018,6,6,not found,not found,0,0,0,0,0
982,2018,7,7,Temperatures reaching up to      °C (     °F)  with wind speeds reaching      kilometres per hour (    mph)  ],Temperatures reaching up to 22 7 °C (72 9 °F); with wind speeds reaching 11 1 kilometres per hour (6 9 mph) 2],0,0,0,0,0
983,2018,8,34,Partially cloudy  warm and dry,Partially cloudy  warm and dry,1,0,1,0,1
984,2018,9,70,Sunny,Sunny,1,0,0,0,0
985,2018,10,9,Sunny      °C (     °F)  ],Sunny 27 0 °C (80 6 °F) 2],1,0,0,0,0
986,2018,11,10,Overcast with intermittent rain,Overcast with intermittent rain,0,0,0,1,1
987,2018,12,11,not found,not found,0,0,0,0,0
988,2018,13,13,not found,not found,0,0,0,0,0
989,2018,14,14,not found,not found,0,0,0,0,0
990,2018,15,15,not found,not found,0,0,0,0,0
991,2018,16,71,not found,not found,0,0,0,0,0
992,2018,17,22,not found,not found,0,0,0,0,0
993,2018,18,69,not found,not found,0,0,0,0,0
994,2018,19,32,not found,not found,0,0,0,0,0
995,2018,20,18,not found,not found,0,0,0,0,0
996,2018,21,24,not found,not found,0,0,0,0,0
997,2019,1,1,not found,not found,0,0,0,0,0
998,2019,2,3,Clear,Clear,1,0,0,0,0
999,2019,3,17,not found,not found,0,0,0,0,0
1000,2019,4,73,not found,not found,0,0,0,0,0
1001,2019,5,4,not found,not found,0,0,0,0,0
1002,2019,6,6,Overcast,Overcast,0,0,0,0,1
1003,2019,7,7,Temperatures reaching up to      °C (     °F)  wind speeds negligible  ],Temperatures reaching up to 29 6 °C (85 3 °F); wind speeds negligible 2],0,0,0,0,0
1004,2019,8,34,Clear,Clear,1,0,0,0,0
1005,2019,9,70,Sunny    C (  F),Sunny  36C (97F),1,0,0,0,0
1006,2019,10,9,Partly cloudy,Partly cloudy,0,0,0,0,1
1007,2019,11,10,Early rain  Late clouds,Early rain  Late clouds,0,0,0,1,1
1008,2019,12,11,Sunny,Sunny,1,0,0,0,0
1009,2019,13,13,Partly cloudy,Partly cloudy,0,0,0,0,1
1010,2019,14,14,Partly cloudy,Partly cloudy,0,0,0,0,1
1011,2019,15,15,Slightly hazy,Slightly hazy,0,0,0,0,0
1012,2019,16,71,Partly cloudy,Partly cloudy,0,0,0,0,1
1013,2019,17,22,Sunny,Sunny,1,0,0,0,0
1014,2019,18,32,Partly cloudy,Partly cloudy,0,0,0,0,1
1015,2019,19,69,Sunny,Sunny,1,0,0,0,0
1016,2019,20,18,Sunny,Sunny,1,0,0,0,0
1017,2019,21,24,Clear,Clear,1,0,0,0,0
1018,2020,1,70,Sunny,Sunny,1,0,0,0,0
1019,2020,2,70,Sunny,Sunny,1,0,0,0,0
1020,2020,3,11,not found,not found,0,0,0,0,0
1021,2020,4,9,not found,not found,0,0,0,0,0
1022,2020,5,9,not found,not found,0,0,0,0,0
1023,2020,6,4,not found,not found,0,0,0,0,0
1024,2020,7,13,not found,not found,0,0,0,0,0
1025,2020,8,14,not found,not found,0,0,0,0,0
